Entry,hybrid_cluster,Protein names,Gene Names,Keywords,Gene Ontology (GO),Function [CC]
Q5G6M5,18,Beta-2 adrenergic receptor (Beta-2 adrenoceptor) (Beta-2 adrenoreceptor),ADRB2,Cell membrane;Disulfide bond;Endosome;G-protein coupled receptor;Golgi apparatus;Lipoprotein;Membrane;Palmitate;Phosphoprotein;Receptor;Transducer;Transmembrane;Transmembrane helix;Ubl conjugation,early endosome [GO:0005769]; Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410]; regulation of smooth muscle contraction [GO:0006940],FUNCTION: Beta-adrenergic receptors mediate the catecholamine-induced activation of adenylate cyclase through the action of G proteins. The beta-2-adrenergic receptor binds epinephrine with an approximately 30-fold greater affinity than it does norepinephrine. {ECO:0000256|RuleBase:RU368057}.
A0A8B7PU76,18,Beta-2 adrenergic receptor (Beta-2 adrenoceptor) (Beta-2 adrenoreceptor),ADRB2,Cell membrane;Disulfide bond;Endosome;G-protein coupled receptor;Glycoprotein;Golgi apparatus;Hydroxylation;Lipoprotein;Membrane;Palmitate;Phosphoprotein;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix;Ubl conjugation,early endosome [GO:0005769]; Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410]; regulation of smooth muscle contraction [GO:0006940],FUNCTION: Beta-adrenergic receptors mediate the catecholamine-induced activation of adenylate cyclase through the action of G proteins. The beta-2-adrenergic receptor binds epinephrine with an approximately 30-fold greater affinity than it does norepinephrine. {ECO:0000256|RuleBase:RU368057}.
A0A2Y9E173,18,Beta-2 adrenergic receptor (Beta-2 adrenoceptor) (Beta-2 adrenoreceptor),ADRB2,Cell membrane;Disulfide bond;Endosome;G-protein coupled receptor;Glycoprotein;Golgi apparatus;Hydroxylation;Lipoprotein;Membrane;Palmitate;Phosphoprotein;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix;Ubl conjugation,early endosome [GO:0005769]; Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410]; regulation of smooth muscle contraction [GO:0006940],FUNCTION: Beta-adrenergic receptors mediate the catecholamine-induced activation of adenylate cyclase through the action of G proteins. The beta-2-adrenergic receptor binds epinephrine with an approximately 30-fold greater affinity than it does norepinephrine. {ECO:0000256|RuleBase:RU368057}.
Q9BFX4,18,Beta-2 adrenergic receptor (Beta-2 adrenoceptor) (Beta-2 adrenoreceptor),ADRB2,Cell membrane;Disulfide bond;Endosome;G-protein coupled receptor;Glycoprotein;Golgi apparatus;Lipoprotein;Membrane;Palmitate;Phosphoprotein;Receptor;Transducer;Transmembrane;Transmembrane helix;Ubl conjugation,early endosome [GO:0005769]; Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410]; regulation of smooth muscle contraction [GO:0006940],FUNCTION: Beta-adrenergic receptors mediate the catecholamine-induced activation of adenylate cyclase through the action of G proteins. The beta-2-adrenergic receptor binds epinephrine with an approximately 30-fold greater affinity than it does norepinephrine. {ECO:0000256|RuleBase:RU368057}.
A0A7J7VAG3,18,Beta-1 adrenergic receptor (Beta-1 adrenoreceptor),mPipKuh1_000399,Cell membrane;Disulfide bond;Endosome;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Phosphoprotein;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,early endosome [GO:0005769]; plasma membrane [GO:0005886]; beta1-adrenergic receptor activity [GO:0004940]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of heart contraction [GO:0045823]; positive regulation of MAPK cascade [GO:0043410],FUNCTION: Beta-adrenergic receptors mediate the catecholamine-induced activation of adenylate cyclase through the action of G proteins. This receptor binds epinephrine and norepinephrine with approximately equal affinity. Mediates Ras activation through G(s)-alpha- and cAMP-mediated signaling. Involved in the regulation of sleep/wake behaviors. {ECO:0000256|ARBA:ARBA00045239}.
Q71BQ4,18,Beta-2 adrenergic receptor (Beta-2 adrenoceptor) (Beta-2 adrenoreceptor),,Cell membrane;Disulfide bond;Endosome;G-protein coupled receptor;Glycoprotein;Golgi apparatus;Lipoprotein;Membrane;Palmitate;Phosphoprotein;Receptor;Transducer;Transmembrane;Transmembrane helix;Ubl conjugation,early endosome [GO:0005769]; Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410]; regulation of smooth muscle contraction [GO:0006940],FUNCTION: Beta-adrenergic receptors mediate the catecholamine-induced activation of adenylate cyclase through the action of G proteins. The beta-2-adrenergic receptor binds epinephrine with an approximately 30-fold greater affinity than it does norepinephrine. {ECO:0000256|RuleBase:RU368057}.
Q5G6N0,18,Beta-2 adrenergic receptor (Beta-2 adrenoceptor) (Beta-2 adrenoreceptor),ADRB2,Cell membrane;Disulfide bond;Endosome;G-protein coupled receptor;Glycoprotein;Golgi apparatus;Lipoprotein;Membrane;Palmitate;Phosphoprotein;Receptor;Transducer;Transmembrane;Transmembrane helix;Ubl conjugation,early endosome [GO:0005769]; Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410]; regulation of smooth muscle contraction [GO:0006940],FUNCTION: Beta-adrenergic receptors mediate the catecholamine-induced activation of adenylate cyclase through the action of G proteins. The beta-2-adrenergic receptor binds epinephrine with an approximately 30-fold greater affinity than it does norepinephrine. {ECO:0000256|RuleBase:RU368057}.
Q99P00,18,Beta-2 adrenergic receptor (Beta-2 adrenoceptor) (Beta-2 adrenoreceptor),ADRB2,Cell membrane;Disulfide bond;Endosome;G-protein coupled receptor;Glycoprotein;Golgi apparatus;Lipoprotein;Membrane;Palmitate;Phosphoprotein;Receptor;Transducer;Transmembrane;Transmembrane helix;Ubl conjugation,early endosome [GO:0005769]; Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; negative regulation of multicellular organismal process [GO:0051241]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410]; regulation of developmental growth [GO:0048638]; regulation of smooth muscle contraction [GO:0006940],FUNCTION: Beta-adrenergic receptors mediate the catecholamine-induced activation of adenylate cyclase through the action of G proteins. The beta-2-adrenergic receptor binds epinephrine with an approximately 30-fold greater affinity than it does norepinephrine. {ECO:0000256|RuleBase:RU368057}.
Q8HZG2,18,Beta-2 adrenergic receptor (Beta-2 adrenoceptor) (Beta-2 adrenoreceptor),,Cell membrane;Disulfide bond;Endosome;G-protein coupled receptor;Glycoprotein;Golgi apparatus;Hydroxylation;Lipoprotein;Membrane;Palmitate;Phosphoprotein;Receptor;Transducer;Transmembrane;Transmembrane helix;Ubl conjugation,early endosome [GO:0005769]; Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; protein homodimerization activity [GO:0042803]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; negative regulation of G protein-coupled receptor signaling pathway [GO:0045744]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410]; receptor-mediated endocytosis [GO:0006898]; regulation of smooth muscle contraction [GO:0006940],FUNCTION: Beta-adrenergic receptors mediate the catecholamine-induced activation of adenylate cyclase through the action of G proteins. The beta-2-adrenergic receptor binds epinephrine with an approximately 30-fold greater affinity than it does norepinephrine. {ECO:0000256|RuleBase:RU368057}.
G3M7Q1,18,Beta-2 adrenergic receptor (Beta-2 adrenoceptor) (Beta-2 adrenoreceptor),ADRB2,Cell membrane;Disulfide bond;Endosome;G-protein coupled receptor;Glycoprotein;Golgi apparatus;Lipoprotein;Membrane;Palmitate;Phosphoprotein;Receptor;Transducer;Transmembrane;Transmembrane helix;Ubl conjugation,early endosome [GO:0005769]; Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410]; regulation of smooth muscle contraction [GO:0006940],FUNCTION: Beta-adrenergic receptors mediate the catecholamine-induced activation of adenylate cyclase through the action of G proteins. The beta-2-adrenergic receptor binds epinephrine with an approximately 30-fold greater affinity than it does norepinephrine. {ECO:0000256|RuleBase:RU368057}.
A0A250YHJ2,18,Beta-2 adrenergic receptor (Beta-2 adrenoceptor) (Beta-2 adrenoreceptor),ADRB2 Adrb2,Cell membrane;Disulfide bond;Endosome;G-protein coupled receptor;Glycoprotein;Golgi apparatus;Hydroxylation;Lipoprotein;Membrane;Palmitate;Phosphoprotein;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix;Ubl conjugation,early endosome [GO:0005769]; Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; negative regulation of multicellular organismal process [GO:0051241]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410]; regulation of developmental growth [GO:0048638]; regulation of smooth muscle contraction [GO:0006940],FUNCTION: Beta-adrenergic receptors mediate the catecholamine-induced activation of adenylate cyclase through the action of G proteins. The beta-2-adrenergic receptor binds epinephrine with an approximately 30-fold greater affinity than it does norepinephrine. {ECO:0000256|RuleBase:RU368057}.
A0A6I9I981,18,Beta-2 adrenergic receptor (Beta-2 adrenoceptor) (Beta-2 adrenoreceptor),ADRB2,Cell membrane;Disulfide bond;Endosome;G-protein coupled receptor;Glycoprotein;Golgi apparatus;Hydroxylation;Lipoprotein;Membrane;Palmitate;Phosphoprotein;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix;Ubl conjugation,early endosome [GO:0005769]; Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410]; regulation of smooth muscle contraction [GO:0006940],FUNCTION: Beta-adrenergic receptors mediate the catecholamine-induced activation of adenylate cyclase through the action of G proteins. The beta-2-adrenergic receptor binds epinephrine with an approximately 30-fold greater affinity than it does norepinephrine. {ECO:0000256|RuleBase:RU368057}.
A0A3Q7RR42,18,Beta-1 adrenergic receptor (Beta-1 adrenoreceptor),ADRB1,Cell membrane;Disulfide bond;Endosome;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Phosphoprotein;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,early endosome [GO:0005769]; plasma membrane [GO:0005886]; beta1-adrenergic receptor activity [GO:0004940]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of heart contraction [GO:0045823]; positive regulation of MAPK cascade [GO:0043410],FUNCTION: Beta-adrenergic receptors mediate the catecholamine-induced activation of adenylate cyclase through the action of G proteins. This receptor binds epinephrine and norepinephrine with approximately equal affinity. Mediates Ras activation through G(s)-alpha- and cAMP-mediated signaling. Involved in the regulation of sleep/wake behaviors. {ECO:0000256|ARBA:ARBA00045239}.
G5CVW5,18,Beta-2 adrenergic receptor (Beta-2 adrenoceptor) (Beta-2 adrenoreceptor),ADRB2,Cell membrane;Disulfide bond;Endosome;G-protein coupled receptor;Glycoprotein;Golgi apparatus;Lipoprotein;Membrane;Palmitate;Phosphoprotein;Receptor;Transducer;Transmembrane;Transmembrane helix;Ubl conjugation,early endosome [GO:0005769]; Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410]; regulation of smooth muscle contraction [GO:0006940],FUNCTION: Beta-adrenergic receptors mediate the catecholamine-induced activation of adenylate cyclase through the action of G proteins. The beta-2-adrenergic receptor binds epinephrine with an approximately 30-fold greater affinity than it does norepinephrine. {ECO:0000256|RuleBase:RU368057}.
